activity_group_code,region,district,community,ngo,hazard,activities,number_of_activities_or_unites,beneficiaries_per_activity,budget__usd,brcis_output,_2014_quarter_3,_2014_quarter_4,_2015_quarter_1,_2015_quarter_2,_2015_quarter_3,_2015_quarter_4,_2016,_2017,created_at,updated_at,the_geom,cartodb_id
50,GEDO,ELWAK,MERI,CWW,DISEASE,"CHWs - Recruit; train; incentivise",2,2,3840,2,X,X,X,X,X,X,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,1195
50,L.SHABELLE,AWDAGHLE,MARERE,CWW,DISEASE,"CHWs - Recruit; train; incentivise",1,1,1920,2,X,X,X,X,X,X,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,1196
50,GEDO,BELET HAWA,MALKARIYEY,CWW,DISEASE,"CHWs - Recruit; train; incentivise",2,2,3840,2,X,X,X,X,X,X,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,1197
50,L.SHABELLE,AWDAGHLE,JOWHAR AWDHEGLE,CWW,DISEASE,"CHWs - Recruit; train; incentivise",2,2,3840,2,X,X,X,X,X,X,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,1198
50,GEDO,BELET HAWA,HAROODI,CWW,DISEASE,"CHWs - Recruit; train; incentivise",2,2,3840,2,X,X,X,X,X,X,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,1199
50,L.SHABELLE,AWDAGHLE,GUMAYSIDID,CWW,DISEASE,"CHWs - Recruit; train; incentivise",2,2,3840,2,X,X,X,X,X,X,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,1200
50,GEDO,BELET HAWA,GAWIIDO,CWW,DISEASE,"CHWs - Recruit; train; incentivise",2,2,3840,2,X,X,X,X,X,X,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,1201
50,GEDO,ELWAK,ELWAK TOWN,CWW,DISEASE,"CHWs - Recruit; train; incentivise",8,8,23280,2,X,X,X,X,X,X,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,1202
50,GEDO,ELWAK,ELBANDA (DARKEYN DHOQA),CWW,DISEASE,"CHWs - Recruit; train; incentivise",1,1,1920,2,X,X,X,X,X,X,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,1203
50,GEDO,ELWAK,DHAMASA,CWW,DISEASE,"CHWs - Recruit; train; incentivise",6,6,11520,2,X,X,X,X,X,X,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,1204
50,L.SHABELLE,AFGOYE,BELETAMIN,CWW,DISEASE,"CHWs - Recruit; train; incentivise",3,3,5760,2,X,X,X,X,X,X,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,1205
50,GEDO,BELET HAWA,BELET HAWA TOWN (SOUTH),CWW,DISEASE,"CHWs - Recruit; train; incentivise",10,10,29100,2,X,X,X,X,X,X,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,1206
50,L.SHABELLE,AWDAGHLE,BALOW,CWW,DISEASE,"CHWs - Recruit; train; incentivise",2,2,3840,2,X,X,X,X,X,X,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,1207
50,L.SHABELLE,AWDAGHLE,AY-BUTAY,CWW,DISEASE,"CHWs - Recruit; train; incentivise",3,3,5760,2,X,X,X,X,X,X,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,1208
50,L.SHABELLE,AWDAGHLE,AWDAGHLE TOWN,CWW,DISEASE,"CHWs - Recruit; train; incentivise",5,5,9600,2,X,X,X,X,X,X,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,1209
50,L.SHABELLE,AFGOYE,AANOLE,CWW,DISEASE,"CHWs - Recruit; train; incentivise",3,3,5760,2,X,X,X,X,X,X,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,1210
42,HIRAN,MATABAN,BERGADID,SCI,DROUGHT,CDMC- establish-train - equip,1,45,500,1,,,X,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,1211
15,HIRAN,BELETWEYNE,SHINILE ,CESVI,DROUGHT,Cash grants,30 HHs/3mths,30,9750,4,,X,,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,1212
15,HIRAN,BELETWEYNE,QOYDO,CESVI,DROUGHT,Cash grants,60 HHs/3mths,60,19500,4,,X,,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,1213
15,HIRAN,BELETWEYNE,GARASH,CESVI,DROUGHT,Cash grants,30 HHs/3mths,30,9750,4,,X,,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,1214
15,HIRAN,BELETWEYNE,DHAYWABAR,CESVI,DROUGHT,Cash grants,30 HHs/3mths,30,9750,4,,X,,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,1215
15,HIRAN,BELETWEYNE,BUULO YAKUB,CESVI,DROUGHT,Cash grants,100 HHs/3 mths,100,32500,4,,X,,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,1216
15,BANADIR,DEYNILE,KUR DAMAC,SCI,DROUGHT,Cash grant for Income Generating Activities (IGA) ,1,50,35000.25,4,,,,X,X,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,1217
15,BANADIR,HAWLWADAG,SAQAWUDIN (SAYIDKA),SCI,DISEASE OUTBREAK,Cash grant for Income Generating Activities (IGA) ,1,50,35000.25,4,,,,X,X,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,1218
14,HIRAN,BELETWEYNE,QARSONE,SCI,FLOOD,Cash for work to three canals,1,60,7200,4,,,X,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,1220
14,HIRAN,BELETWEYNE,ELGAL,SCI,DROUGHT,Cash for work for cutting Ali Garob trees for 6 km,1,250,18750,4,,,X,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,1221
14,BANADIR,HAMARJAJAB,WAJEER (BUUR KAROOLE),CWW,HUNGER/LOW INCOME,Cash for work for creation of access road(s) to allow fire and market access,1,50,7500,4,,,,X,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,1222
2,MUDUG,HOBYO,WISIL,CESVI,DROUGHT,Animal treatment,1200 Animals,80,3000,4,,,,,,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,1307
14,BANADIR,KARAAN,MOHAMUD AHMED ALI (BULA HANSHOLEY),CWW,HUNGER/LOW INCOME,Cash for work for creation of access road(s) to allow fire and market access,1,50,7500,4,,,,X,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,1223
13,HIRAN,MATABAN,MIIRQOODE,SCI,DROUGHT,Cash distribution to poor HHs during drought,3,30,16200,4,,X,,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,1224
13,HIRAN,MATABAN,BUNDO MADOW,SCI,DROUGHT,Cash distribution to poor HHs during drought,3,45,24300,4,,,,,,,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,1225
9,L.SHABELLE,AWDAGHLE,AWDAGHLE TOWN,CWW,DROUGHT,Carry out Market Analysis for agricultural products,1,1375,10000,4,,,,X,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,1226
8,BANADIR,HAMARJAJAB,WAJEER (BUUR KAROOLE),CWW,DISEASE,Carry out IYCF promotion and counselling at household and community level,1,395,3000,4,,,X,X,X,X,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,1227
8,L.SHABELLE,AWDAGHLE,MUBARAK,CWW,DISEASE,Carry out IYCF promotion and counselling at household and community level,1,2300,1000,4,,,X,X,X,X,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,1228
8,L.SHABELLE,AFGOYE,MORDINLE,CWW,DISEASE,Carry out IYCF promotion and counselling at household and community level,1,701,1000,4,,,X,X,X,X,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,1229
8,BANADIR,KARAAN,MOHAMUD AHMED ALI (BULA HANSHOLEY),CWW,DISEASE,Carry out IYCF promotion and counselling at household and community level,1,900,3000,4,,,X,X,X,X,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,1230
8,L.SHABELLE,AWDAGHLE,MARERE,CWW,DISEASE,Carry out IYCF promotion and counselling at household and community level,1,150,1000,4,,,X,X,X,X,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,1231
8,L.SHABELLE,AWDAGHLE,JOWHAR AWDHEGLE,CWW,DISEASE,Carry out IYCF promotion and counselling at household and community level,1,225,1000,4,,,X,X,X,X,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,1232
8,L.SHABELLE,AWDAGHLE,GUMAYSIDID,CWW,DISEASE,Carry out IYCF promotion and counselling at household and community level,1,310,1000,4,,,X,X,X,X,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,1233
8,L.SHABELLE,AFGOYE,BELETAMIN,CWW,DISEASE,Carry out IYCF promotion and counselling at household and community level,1,1443,1000,4,,,X,X,X,X,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,1234
8,L.SHABELLE,AWDAGHLE,BALOW,CWW,DISEASE,Carry out IYCF promotion and counselling at household and community level,1,300,1000,4,,,X,X,X,X,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,1235
8,L.SHABELLE,AWDAGHLE,AY-BUTAY,CWW,DISEASE,Carry out IYCF promotion and counselling at household and community level,1,450,1000,4,,,X,X,X,X,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,1236
8,L.SHABELLE,AWDAGHLE,AWDAGHLE TOWN,CWW,DISEASE,Carry out IYCF promotion and counselling at household and community level,1,1500,1000,4,,,X,X,X,X,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,1237
8,L.SHABELLE,AFGOYE,AANOLE,CWW,DISEASE,Carry out IYCF promotion and counselling at household and community level,1,512,1000,4,,,X,X,X,X,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,1238
3,BANADIR,HAMARJAJAB,WAJEER (BUUR KAROOLE),CWW,DISEASE,Carry out Hygiene Promotion at household and community level,1,395,21560,2,,X,X,X,X,X,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,1239
3,GEDO,ELWAK,TUULO GARAS,CWW,DISEASE,Carry out Hygiene Promotion at household and community level,1,270,1680,2,,X,X,X,X,X,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,1240
3,GEDO,ELWAK,TUULA CADEY,CWW,DISEASE,Carry out Hygiene Promotion at household and community level,1,220,1680,2,,X,X,X,X,X,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,1241
3,L.SHABELLE,AWDAGHLE,MUBARAK,CWW,DISEASE,Carry out Hygiene Promotion at household and community level,1,2300,1680,2,,X,X,X,X,X,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,1242
3,L.SHABELLE,AFGOYE,MORDINLE,CWW,DISEASE,Carry out Hygiene Promotion at household and community level,1,701,1680,2,,X,X,X,X,X,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,1243
3,BANADIR,KARAAN,MOHAMUD AHMED ALI (BULA HANSHOLEY),CWW,DISEASE,Carry out Hygiene Promotion at household and community level,1,900,21560,2,,X,X,X,X,X,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,1244
3,GEDO,ELWAK,MERI,CWW,DISEASE,Carry out Hygiene Promotion at household and community level,1,300,1680,2,,X,X,X,X,X,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,1245
3,L.SHABELLE,AWDAGHLE,MARERE,CWW,DISEASE,Carry out Hygiene Promotion at household and community level,1,150,1680,2,,X,X,X,X,X,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,1246
3,GEDO,BELET HAWA,MALKARIYEY,CWW,DISEASE,Carry out Hygiene Promotion at household and community level,1,390,1680,2,,X,X,X,X,X,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,1247
3,L.SHABELLE,AWDAGHLE,JOWHAR AWDHEGLE,CWW,DISEASE,Carry out Hygiene Promotion at household and community level,1,225,1680,2,,X,X,X,X,X,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,1248
3,GEDO,BELET HAWA,HAROODI,CWW,DISEASE,Carry out Hygiene Promotion at household and community level,1,300,1680,2,,X,X,X,X,X,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,1249
3,L.SHABELLE,AWDAGHLE,GUMAYSIDID,CWW,DISEASE,Carry out Hygiene Promotion at household and community level,1,310,1680,2,,X,X,X,X,X,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,1250
3,GEDO,BELET HAWA,GAWIIDO,CWW,DISEASE,Carry out Hygiene Promotion at household and community level,1,400,1680,2,,X,X,X,X,X,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,1251
3,GEDO,ELWAK,ELWAK TOWN,CWW,DISEASE,Carry out Hygiene Promotion at household and community level,1,1400,1680,2,,X,X,X,X,X,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,1252
3,GEDO,ELWAK,ELBANDA (DARKEYN DHOQA),CWW,DISEASE,Carry out Hygiene Promotion at household and community level,1,290,1680,2,,X,X,X,X,X,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,1253
3,GEDO,ELWAK,DHAMASA,CWW,DISEASE,Carry out Hygiene Promotion at household and community level,1,1200,1680,2,,X,X,X,X,X,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,1254
3,L.SHABELLE,AFGOYE,BELETAMIN,CWW,DISEASE,Carry out Hygiene Promotion at household and community level,1,1443,1680,2,,X,X,X,X,X,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,1255
3,GEDO,BELET HAWA,BELET HAWA TOWN (SOUTH),CWW,DISEASE,Carry out Hygiene Promotion at household and community level,1,3250,1680,2,,X,X,X,X,X,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,1256
3,L.SHABELLE,AWDAGHLE,BALOW,CWW,DISEASE,Carry out Hygiene Promotion at household and community level,1,300,1680,2,,X,X,X,X,X,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,1257
3,L.SHABELLE,AWDAGHLE,AY-BUTAY,CWW,DISEASE,Carry out Hygiene Promotion at household and community level,1,450,1680,2,,X,X,X,X,X,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,1258
3,L.SHABELLE,AWDAGHLE,AWDAGHLE TOWN,CWW,DISEASE,Carry out Hygiene Promotion at household and community level,1,1500,1680,2,,X,X,X,X,X,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,1259
3,L.SHABELLE,AFGOYE,AANOLE,CWW,DISEASE,Carry out Hygiene Promotion at household and community level,1,512,1680,2,,X,X,X,X,X,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,1260
7,GEDO,ELWAK,ELWAK TOWN,CWW,DROUGHT,Carry out Geological Surveys to find underground water,1,to be defined,5000,2,,X,,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,1261
7,GEDO,ELWAK,ELWAK TOWN,CWW,DROUGHT,Carry out Geological Surveys to find underground water,1,to be defined,5000,2,,X,,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,1262
2,MUDUG,GALKACYO,WARGALO,CESVI,DROUGHT,Animal treatment,800 Goats,100,2200,4,,,,,,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,1308
7,GEDO,BELET HAWA,BELET HAWA TOWN (SOUTH),CWW,DROUGHT,Carry out Geological Surveys to find underground water,1,to be defined,5000,2,,X,,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,1263
7,GEDO,BELET HAWA,BELET HAWA TOWN (SOUTH),CWW,DROUGHT,Carry out Geological Surveys to find underground water,1,to be defined,5000,2,,X,,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,1264
3,HIRAN,BELETWEYNE,QOQANE,SCI,FLOOD,Campaign to improve hygiene and sanitation practice ,2,105,2000,2,,,X,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,1265
3,HIRAN,BELETWEYNE,QARSONE,SCI,FLOOD,Campaign to improve hygiene and sanitation practice ,2,90,2000,2,,,X,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,1266
3,HIRAN,BELETWEYNE,LAFOLE,SCI,FLOOD,Campaign to improve hygiene and sanitation practice ,1,90,2000,2,,,X,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,1267
3,HIRAN,BELETWEYNE,BASLAWE,SCI,FLOOD,Campaign to improve hygiene and sanitation practice ,2,40,3000,2,,,,,,,,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,1268
3,HIRAN,BELETWEYNE,BACADBUKE,SCI,FLOOD,Campaign to improve hygiene and sanitation practice ,2,50,1500,2,,,,,,,,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,1269
3,HIRAN,BELETWEYNE,BACAD,SCI,FLOOD,Campaign to improve hygiene and sanitation practice ,2,50,5000,2,,,,,X,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,1270
3,HIRAN,MATABAN,SALAH SALID,SCI,DROUGHT,Campaign to improve hygiene and sanitation practice ,2,85,1500,2,,,X,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,1271
3,HIRAN,MATABAN,QULALE,SCI,DROUGHT,Campaign to improve hygiene and sanitation practice ,2,100,1500,2,,,X,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,1272
3,HIRAN,BELETWEYNE,QARSONE,SCI,DROUGHT,Campaign to improve hygiene and sanitation practice ,2,90,2000,2,,,X,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,1273
3,HIRAN,MATABAN,QABNO,SCI,DROUGHT,Campaign to improve hygiene and sanitation practice ,2,160,2000,2,,,X,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,1274
3,HIRAN,MATABAN,MIIRQOODE,SCI,DROUGHT,Campaign to improve hygiene and sanitation practice ,2,80,1500,2,,,X,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,1275
3,HIRAN,BELETWEYNE,MACRUF,SCI,DROUGHT,Campaign to improve hygiene and sanitation practice ,2,90,2000,2,,,X,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,1276
3,HIRAN,MATABAN,KANECALE,SCI,DROUGHT,Campaign to improve hygiene and sanitation practice ,2,80,1500,2,,,X,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,1277
3,HIRAN,MATABAN,JIRACLE,SCI,DROUGHT,Campaign to improve hygiene and sanitation practice ,2,100,2000,2,,,X,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,1278
3,HIRAN,BELETWEYNE,JAWIL,SCI,DROUGHT,Campaign to improve hygiene and sanitation practice ,2,90,2000,2,,,X,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,1279
3,HIRAN,BELETWEYNE,ILKACADO,SCI,DROUGHT,Campaign to improve hygiene and sanitation practice ,2,40,1500,2,,,X,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,1280
3,HIRAN,MATABAN,HARQBOOBE,SCI,DROUGHT,Campaign to improve hygiene and sanitation practice ,2,100,2000,2,,,X,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,1281
3,HIRAN,BELETWEYNE,HARCADEY,SCI,DROUGHT,Campaign to improve hygiene and sanitation practice ,2,40,2000,2,,,X,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,1282
3,HIRAN,BELETWEYNE,GURICADE,SCI,DROUGHT,Campaign to improve hygiene and sanitation practice ,1,125,2000,2,,,X,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,1283
3,HIRAN,MATABAN,BUNDO MADOW,SCI,DROUGHT,Campaign to improve hygiene and sanitation practice ,2,60,5750,2,,,,,,,,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,1284
3,HIRAN,MATABAN,BERGADID,SCI,DROUGHT,Campaign to improve hygiene and sanitation practice ,2,385,2500,2,,,X,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,1285
6,HIRAN,MATABAN,BERGADID,SCI,DROUGHT,Campaign on re-forestation and environment protection,1,268,35660,1,,,,X,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,1286
