REGION,DISTRICT,VILLAGE,LATITUDE,LONGITUDE
HIRAAN,BELET WEYNE,HILAAC2,4.7488216667,45.1928950000
HIRAAN,BELET WEYNE,HILAAC2,4.7488566667,45.1929366667
HIRAAN,BELET WEYNE,HILAAC2,4.7488616667,45.1929850000
HIRAAN,BELET WEYNE,HILAAC2,4.7489266667,45.1930583333
HIRAAN,BELET WEYNE,HILAAC2,4.7489300000,45.1927383333
HIRAAN,BELET WEYNE,HILAAC2,4.7490366667,45.1927733333
HIRAAN,BELET WEYNE,HILAAC2,4.7490433333,45.1928833333
HIRAAN,BELET WEYNE,HILAAC2,4.7490500000,45.1928666667
HIRAAN,BELET WEYNE,HILAAC2,4.7491050000,45.1927483333
HIRAAN,BELET WEYNE,HILAAC2,4.7491666667,45.1940066667
HIRAAN,BELET WEYNE,HILAAC2,4.7491750000,45.1928283333
HIRAAN,BELET WEYNE,HILAAC2,4.7492233333,45.1918966667
HIRAAN,BELET WEYNE,HILAAC2,4.7492483333,45.1925316667
HIRAAN,BELET WEYNE,HILAAC2,4.7496166667,45.1922600000
HIRAAN,BELET WEYNE,HILAAC3,4.7529100000,45.1901450000
HIRAAN,BELET WEYNE,HILAAC3,4.7529366667,45.1900666667
HIRAAN,BELET WEYNE,HILLAC3,4.7530300000,45.1899066667
HIRAAN,BELET WEYNE,HILAAC3,4.7530683333,45.1901466667
HIRAAN,BELET WEYNE,HILAAC3,4.7531166667,45.1905500000
HIRAAN,BELET WEYNE,HILAAC3,4.7531466667,45.1901783333
HIRAAN,BELET WEYNE,HILAAC3,4.7531900000,45.1904783333
HIRAAN,BELET WEYNE,HILAAC3,4.7532583333,45.1906016667
HIRAAN,BELET WEYNE,HILAAC3,4.7532833333,45.1897433333
HIRAAN,BELET WEYNE,HILAAC3,4.7533300000,45.1905883333
HIRAAN,BELET WEYNE,HILASC3,4.7533300000,45.1904383333
HIRAAN,BELET WEYNE,HILAAC3,4.7533516667,45.1906366667
HIRAAN,BELET WEYNE,HILAAC3,4.7533616667,45.1899983333
HIRAAN,BELET WEYNE,HILAAC3,4.7533966667,45.1899816667
HIRAAN,BELET WEYNE,HILAAC3,4.7534433333,45.1898083333
HIRAAN,BELET WEYNE,HILAAC3,4.7534800000,45.1905333333
HIRAAN,BELET WEYNE,HILAAC3,4.7535433333,45.1899633333
HIRAAN,BELET WEYNE,HILAAC3,4.7535616667,45.1898900000
HIRAAN,BELET WEYNE,ALA AMIN,4.7540000000,45.1845750000
HIRAAN,BELET WEYNE,ALA AMIN,4.7545133333,45.1869600000
HIRAAN,BELET WEYNE,ALA AMIN,4.7546950000,45.1866766667
HIRAAN,BELET WEYNE,ALA AMIN,4.7547716667,45.1867866667
HIRAAN,BELET WEYNE,ALLA AAMIN IDP,4.7547733333,45.1867483333
HIRAAN,BELET WEYNE,ALLA AAMINIDP,4.7548666667,45.1870900000
HIRAAN,BELET WEYNE,ALA AMIN,4.7549266667,45.1871816667
HIRAAN,BELET WEYNE,ALLA AMIN IDP,4.7549500000,45.1869750000
HIRAAN,BELET WEYNE,ALLA AMIN IDP,4.7549733333,45.1869116667
HIRAAN,BELET WEYNE,ALLA AAMIN IDP,4.7550200000,45.1871683333
HIRAAN,BELET WEYNE,ALLA AMIN IDP,4.7550650000,45.1872016667
HIRAAN,BELET WEYNE,ALA AMIN IPD,4.7551350000,45.1871700000
HIRAAN,BELET WEYNE,ALLA AMIN IDP,4.7551900000,45.1873400000
HIRAAN,BELET WEYNE,ALLA AMIN IDP,4.7552650000,45.1867650000
HIRAAN,BELET WEYNE,ALLA AAMIN IDP,4.7553316667,45.1869166667
HIRAAN,BELET WEYNE,ALLA-AAMIN IDP,4.7554200000,45.1866516667
HIRAAN,BELET WEYNE,ALLA AAMIN IDP,4.7554533333,45.1872883333
HIRAAN,BELET WEYNE,RADER2,4.7555800000,45.2084733333
HIRAAN,BELET WEYNE,ALLA-AAMIN IDP,4.7555900000,45.1865883333
HIRAAN,BELET WEYNE,ALA AMIN,4.7556433333,45.1875850000
HIRAAN,BELET WEYNE,ALLA-AAMIN IDP,4.7556550000,45.1867100000
HIRAAN,BELET WEYNE,ALLA-AAMIN IDP,4.7556700000,45.1866833333
HIRAAN,BELET WEYNE,ALLA-AAMIN IDP,4.7556750000,45.1868283333
HIRAAN,BELET WEYNE,RADER2,4.7557316667,45.2076050000
HIRAAN,BELET WEYNE,RADER2,4.7557950000,45.2084900000
HIRAAN,BELET WEYNE,RADER2,4.7558083333,45.2080533333
HIRAAN,BELET WEYNE,RADER2,4.7558233333,45.2078350000
HIRAAN,BELET WEYNE,RADER2,4.7558466667,45.2081500000
HIRAAN,BELET WEYNE,RADER2,4.7558600000,45.2081233333
HIRAAN,BELET WEYNE,ALA AMIN,4.7559616667,45.1869583333
HIRAAN,BELET WEYNE,RADER2,4.7559683333,45.2080466667
HIRAAN,BELET WEYNE,RADER2,4.7561350000,45.2086183333
HIRAAN,BELET WEYNE,RADER2,4.7561500000,45.2082200000
HIRAAN,BELET WEYNE,RADER2,4.7561816667,45.2083750000
HIRAAN,BELET WEYNE,RADEER2,4.7562366667,45.2077566667
HIRAAN,BELET WEYNE,RADER2,4.7562800000,45.2084133333
HIRAAN,BELET WEYNE,RADER2,4.7564716667,45.2084183333
HIRAAN,BELET WEYNE,TADER2,4.7565250000,45.2088116667
HIRAAN,BELET WEYNE,RADER2,4.7568300000,45.2096950000
HIRAAN,BELET WEYNE,RADER2,4.7568633333,45.2088383333
HIRAAN,BELET WEYNE,RADER2,4.7572583333,45.2090050000
HIRAAN,BELET WEYNE,RADER2,4.7572733333,45.2102300000
HIRAAN,BELET WEYNE,RADERKA2,4.7580250000,45.2087650000
HIRAAN,BELET WEYNE,RADER2,4.7582000000,45.2079733333
HIRAAN,BELET WEYNE,HELOKALIYO,4.7889666667,45.2166716667
HIRAAN,BELET WEYNE,HELOKALIYO,4.7890083333,45.2164066667
HIRAAN,BELET WEYNE,HELOKILIYO,4.7890133333,45.2166800000
HIRAAN,BELET WEYNE,HELOKALIYO,4.7890216667,45.2165783333
HIRAAN,BELET WEYNE,HELOKALIYO,4.7891616667,45.2167333333
HIRAAN,BELET WEYNE,HELIKALIYO,4.7891850000,45.2167466667
HIRAAN,BELET WEYNE,HELOKALIYO,4.7891950000,45.2166700000
HIRAAN,BELET WEYNE,HELIKALIYO,4.7892100000,45.2166616667
HIRAAN,BELET WEYNE,HELOKALIYO,4.7892300000,45.2167950000
HIRAAN,BELET WEYNE,HELOKALIYO,4.7892650000,45.2165950000
HIRAAN,BELET WEYNE,HELOKALIYO,4.7892850000,45.2168283333
HIRAAN,BELET WEYNE,HELOKALIYO,4.7894916667,45.2166150000
HIRAAN,BELET WEYNE,HELOKALIYO,4.7895833333,45.2167816667
HIRAAN,BELET WEYNE,HELOKALIYO,4.7895883333,45.2167816667
HIRAAN,BELET WEYNE,HELOKALIYO,4.7896100000,45.2167500000
HIRAAN,BELET WEYNE,HELOKALIYO,4.7896883333,45.2172383333
HIRAAN,BELET WEYNE,HELOKALIYO,4.7897083333,45.2167466667
HIRAAN,BELET WEYNE,HELOKALIYO,4.7897683333,45.2163616667
HIRAAN,BELET WEYNE,HELOKALIYO,4.7898433333,45.2168750000
HIRAAN,BELET WEYNE,HELOKALIYO,4.7900716667,45.2169333333
HIRAAN,BELET WEYNE,DHARKEYNTA,4.7905266667,45.1980183333
HIRAAN,BELET WEYNE,DHARKEYNTA,4.7911766667,45.1982966667
HIRAAN,BELET WEYNE,DHARKEYNTA,4.7915883333,45.1986566667
HIRAAN,BELET WEYNE,DHARKEYNTA,4.7915900000,45.1988683333
HIRAAN,BELET WEYNE,DHARKEYNTA,4.7916600000,45.1986883333
HIRAAN,BELET WEYNE,DHARKEYNTA,4.7916883333,45.1985683333
HIRAAN,BELET WEYNE,DHARKEYNTA,4.7917133333,45.1983950000
HIRAAN,BELET WEYNE,DHARKEYNTA,4.7917916667,45.1986816667
HIRAAN,BELET WEYNE,DHARKEYNTA,4.7918466667,45.1986900000
HIRAAN,BELET WEYNE,DHARKEYNTA,4.7921416667,45.1980766667
HIRAAN,BELET WEYNE,DHARKEYNTA,4.7921516667,45.1974183333
HIRAAN,BELET WEYNE,DHARKEYNTA,4.7924350000,45.1977266667
HIRAAN,BELET WEYNE,DHARKEYNTA,4.7925266667,45.1982700000
HIRAAN,BELET WEYNE,DHARKEYNTA,4.7926566667,45.1984950000
HIRAAN,BELET WEYNE,DHARKEYNTA,4.7927200000,45.1983383333
HIRAAN,BELET WEYNE,DHAEKEYNTA,4.7927416667,45.1983416667
HIRAAN,BELET WEYNE,DHARKEYNTA,4.7927566667,45.1985666667
HIRAAN,BELET WEYNE,DHARKEYNTA,4.7929750000,45.1976183333
HIRAAN,BELET WEYNE,DHARKEYNTA,4.7930750000,45.1977966667
HIRAAN,BELET WEYNE,DHARKEYNTA,4.7933550000,45.1977950000
HIRAAN,BELET WEYNE,LEEBOW,4.7961016667,45.1955700000
HIRAAN,BELET WEYNE,LEEBOW,4.7961366667,45.1956366667
HIRAAN,BELET WEYNE,LEEBOW,4.7961683333,45.1955516667
HIRAAN,BELET WEYNE,LEEBOW,4.7962900000,45.1955000000
HIRAAN,BELET WEYNE,LEEBOW,4.7963033333,45.1961866667
HIRAAN,BELET WEYNE,LEEBOW,4.7963250000,45.1962900000
HIRAAN,BELET WEYNE,LEEBOW,4.7963300000,45.1962633333
HIRAAN,BELET WEYNE,LEEBOW,4.7963350000,45.1958000000
HIRAAN,BELET WEYNE,LEEBOW,4.7963400000,45.1961283333
HIRAAN,BELET WEYNE,LEEBOW,4.7963516667,45.1955300000
HIRAAN,BELET WEYNE,LEEBOW,4.7963583333,45.1962716667
HIRAAN,BELET WEYNE,LEEBOW,4.7963600000,45.1955550000
HIRAAN,BELET WEYNE,LEEBOW,4.7964150000,45.1961166667
HIRAAN,BELET WEYNE,LEEBOW,4.7964716667,45.1958183333
HIRAAN,BELET WEYNE,LEEBOW,4.7964783333,45.1955650000
HIRAAN,BELET WEYNE,LEEBOW,4.7965666667,45.1955733333
HIRAAN,BELET WEYNE,LEEBOW,4.7965783333,45.1957500000
HIRAAN,BELET WEYNE,LEEBOW,4.7966033333,45.1955883333
HIRAAN,BELET WEYNE,LEEBOW,4.7966216667,45.1955466667
HIRAAN,BELET WEYNE,LEEBOW,4.7967016667,45.1954916667
HIRAAN,BELET WEYNE,HIRAN,4.8334233333,45.2127933333
HIRAAN,BELET WEYNE,HIRAN,4.8361250000,45.2115800000
HIRAAN,BELET WEYNE,HIRAN,4.8362250000,45.2111266667
HIRAAN,BELET WEYNE,HIRAN,4.8363550000,45.2108750000
HIRAAN,BELET WEYNE,HIRAN,4.8366183333,45.2100450000
HIRAAN,BELET WEYNE,HIRAN,4.8367183333,45.2115500000
HIRAAN,BELET WEYNE,HIRAN,4.8367750000,45.2109666667
HIRAAN,BELET WEYNE,HIRAN,4.8369266667,45.2097650000
HIRAAN,BELET WEYNE,HIRAN,4.8369883333,45.2107366667
HIRAAN,BELET WEYNE,HIRAN,4.8370400000,45.2100033333
HIRAAN,BELET WEYNE,HIRAN,4.8371433333,45.2106083333
HIRAAN,BELET WEYNE,HIRAN,4.8371616667,45.2100850000
HIRAAN,BELET WEYNE,HIRAN,4.8371750000,45.2097616667
HIRAAN,BELET WEYNE,HIRAN,4.8371983333,45.2110933333
HIRAAN,BELET WEYNE,HIRAN,4.8372533333,45.2107166667
HIRAAN,BELET WEYNE,HIRAN,4.8372716667,45.2100550000
HIRAAN,BELET WEYNE,HIRAN,4.8373766667,45.2104616667
HIRAAN,BELET WEYNE,HIRAN,4.8373900000,45.2110633333
HIRAAN,BELET WEYNE,HIRAN,4.8374933333,45.2105316667
HIRAAN,BELET WEYNE,HIRAN,4.8375416667,45.2106350000
HIRAAN,BELET WEYNE,TUULO HIIRAN,4.8376450000,45.2153350000
HIRAAN,BELET WEYNE,TUULO HIIRAN,4.8378066667,45.2157033333
HIRAAN,BELET WEYNE,TUULO HIIRAN,4.8378183333,45.2153000000
HIRAAN,BELET WEYNE,TUULO HIIRAN,4.8380100000,45.2159316667
HIRAAN,BELET WEYNE,TUULO HIIRAN,4.8381250000,45.2153416667
HIRAAN,BELET WEYNE,TUULO HIIRAN,4.8381766667,45.2152016667
HIRAAN,BELET WEYNE,TUULO HIIRAN,4.8382500000,45.2160866667
HIRAAN,BELET WEYNE,TUULO HIIRAN,4.8384533333,45.2157433333
HIRAAN,BELET WEYNE,TUILO HIIRAN,4.8384866667,45.2157516667
HIRAAN,BELET WEYNE,TUULO HIIRAN,4.8384950000,45.2155250000
HIRAAN,BELET WEYNE,TUULO HIIRAN,4.8385033333,45.2156350000
HIRAAN,BELET WEYNE,TUULO HIIRAN,4.8385150000,45.2157083333
HIRAAN,BELET WEYNE,TUULO HIIRAN,4.8385983333,45.2160550000
HIRAAN,BELET WEYNE,TUULO HIIRAN,4.8386166667,45.2160133333
HIRAAN,BELET WEYNE,TUULO HIIRAN,4.8386333333,45.2153116667
HIRAAN,BELET WEYNE,TUULO HIIRAN,4.8386833333,45.2158250000
HIRAAN,BELET WEYNE,YUULO HIIRAN,4.8386950000,45.2148833333
HIRAAN,BELET WEYNE,TUULO HIIRAN,4.8387583333,45.2148283333
HIRAAN,BELET WEYNE,TUULO HIIRAN,4.8389600000,45.2156483333
HIRAAN,BELET WEYNE,TUULO HIIRAN,4.8389683333,45.2152450000
HIRAAN,BELET WEYNE,CEELGAAL,4.8461750000,45.2415933333
HIRAAN,BELET WEYNE,CEELGAAL,4.8466033333,45.2415133333
HIRAAN,BELET WEYNE,CEELGAAL,4.8467366667,45.2412016667
HIRAAN,BELET WEYNE,CEELGAAL,4.8467816667,45.2410533333
HIRAAN,BELET WEYNE,CEELGAAL,4.8468333333,45.2413516667
HIRAAN,BELET WEYNE,CEELGAAL,4.8468733333,45.2408833333
HIRAAN,BELET WEYNE,CEELGAAL,4.8469366667,45.2415183333
HIRAAN,BELET WEYNE,CEELGAAL,4.8471083333,45.2394016667
HIRAAN,BELET WEYNE,CEELGAAL,4.8474333333,45.2401533333
HIRAAN,BELET WEYNE,CEELGAAL,4.8474566667,45.2403733333
HIRAAN,BELET WEYNE,CEELGAAL,4.8474866667,45.2402383333
HIRAAN,BELET WEYNE,CEELGAAL,4.8476833333,45.2389483333
HIRAAN,BELET WEYNE,CEELGAAL,4.8479750000,45.2382616667
HIRAAN,BELET WEYNE,CEELGAAL,4.8484083333,45.2397250000
HIRAAN,BELET WEYNE,CEELGAAL,4.8485566667,45.2401083333
HIRAAN,BELET WEYNE,CEELGAAL,4.8488816667,45.2402333333
HIRAAN,BELET WEYNE,CEELGAAL,4.8489333333,45.2395466667
HIRAAN,BELET WEYNE,CEELGAAL,4.8489700000,45.2382766667
HIRAAN,BELET WEYNE,CEELGAAL,4.8490416667,45.2381850000
HIRAAN,BELET WEYNE,CEELGAAL,4.8491866667,45.2384783333
HIRAAN,BELET WEYNE,BACAAD,4.8655000000,45.1592566667
HIRAAN,BELET WEYNE,BACAAD,4.8655850000,45.1591216667
HIRAAN,BELET WEYNE,BACAAD,4.8656816667,45.1591633333
HIRAAN,BELET WEYNE,BACAAD,4.8657466667,45.1591816667
HIRAAN,BELET WEYNE,BACAAD,4.8658383333,45.1589300000
HIRAAN,BELET WEYNE,BACAAD,4.8659116667,45.1590383333
HIRAAN,BELET WEYNE,BACAAD,4.8660816667,45.1588116667
HIRAAN,BELET WEYNE,BACAAD,4.8662883333,45.1578683333
HIRAAN,BELET WEYNE,BACAAD,4.8670283333,45.1589450000
HIRAAN,BELET WEYNE,BACAAD,4.8670300000,45.1583783333
HIRAAN,BELET WEYNE,BACAAD,4.8671216667,45.1588250000
HIRAAN,BELET WEYNE,BACAAD,4.8672083333,45.1589033333
HIRAAN,BELET XAAWO,BACAAD,4.8677400000,45.1586900000
HIRAAN,BELET WEYNE,BACAAD,4.8677516667,45.1575033333
HIRAAN,BELET WEYNE,BACAAD,4.8678583333,45.1579616667
HIRAAN,BELET WEYNE,JAWIL,4.9137866667,45.2179283333
HIRAAN,BELET WEYNE,JAWIL,4.9145916667,45.2183016667
HIRAAN,BELET WEYNE,JAWIL,4.9147466667,45.2185683333
HIRAAN,BELET WEYNE,JAWIL,4.9154616667,45.2177550000
HIRAAN,BELET WEYNE,JAWIL,4.9159700000,45.2184516667
HIRAAN,BELET WEYNE,JAWIL,4.9195416667,45.2209083333
HIRAAN,BELET WEYNE,JAWIL,4.9195833333,45.2207683333
HIRAAN,BELET WEYNE,JAWIL,4.9198283333,45.2203533333
HIRAAN,BELET WEYNE,JAWIL,4.9201200000,45.2204850000
HIRAAN,BELET WEYNE,JAWIL,4.9201350000,45.2199216667
HIRAAN,BELET WEYNE,JAWIL,4.9202000000,45.2201066667
HIRAAN,BELET WEYNE,JAWIIL,4.9202950000,45.2199350000
HIRAAN,BELET WEYNE,JAWIL,4.9203516667,45.2188333333
HIRAAN,BELET WEYNE,JAWIL,4.9203616667,45.2188450000
HIRAAN,BELET WEYNE,JAWIL,4.9205800000,45.2186616667
HIRAAN,BELET WEYNE,JAWIL,4.9207800000,45.2190766667
HIRAAN,BELET WEYNE,JAWIL,4.9209466667,45.2191883333
HIRAAN,BELET WEYNE,JAWIL,4.9211733333,45.2192733333
HIRAAN,BELET WEYNE,JAWIL,4.9212033333,45.2189800000
HIRAAN,BELET WEYNE,JAWIL,4.9213466667,45.2188583333
HIRAAN,BELET WEYNE,WARQUMAYO,4.9931866667,45.1623666667
HIRAAN,BELET WEYNE,WARQUMAYO,4.9932683333,45.1622650000
HIRAAN,BELET WEYNE,WARQUMAYO,4.9933083333,45.1612783333
HIRAAN,BELET WEYNE,WARQUMAYO,4.9934300000,45.1613233333
HIRAAN,BELET WEYNE,WARQUMAYO,4.9935000000,45.1612150000
HIRAAN,BELET WEYNE,WARQUMAYO,4.9936216667,45.1618133333
HIRAAN,BELET WEYNE,WARQUMAYO,4.9961533333,45.1708266667
HIRAAN,BELET WEYNE,WARQUMAYO,4.9961700000,45.1709650000
HIRAAN,BELET WEYNE,WARQUMAYO,4.9962116667,45.1710300000
HIRAAN,BELET WEYNE,WARQUMAYO,4.9962116667,45.1710150000
HIRAAN,BELET WEYNE,WARQUMAYO,4.9962300000,45.1709516667
HIRAAN,BELET WEYNE,WARQUMAYO,4.9963283333,45.1708533333
HIRAAN,BELET WEYNE,WARQUMAYO,4.9963600000,45.1708066667
HIRAAN,BELET WEYNE,WARQUMAYO,4.9964250000,45.1707883333
HIRAAN,BELET WEYNE,WARQUMAYO,4.9964466667,45.1709233333
HIRAAN,BELET WEYNE,WARQUMAYO,4.9966550000,45.1709200000
HIRAAN,BELET WEYNE,WARQUMAYO,4.9966550000,45.1706866667
