REGION,DISTRICT,VILLAGE,LATITUDE,LONGITUDE
HIRAAN,BELET WEYNE,DONSUBAGLE,4.7245933333,45.2035000000
HIRAAN,BELET WEYNE,DONSUBAGLE,4.7245966667,45.2048450000
HIRAAN,BELET WEYNE,DONSUBAGLE,4.7246050000,45.2039066667
HIRAAN,BELET WEYNE,DOONSUBUGLLE,4.7246483333,45.2032183333
HIRAAN,BELET WEYNE,DONSUBAGLE,4.7246633333,45.2032683333
HIRAAN,BELET WEYNE,DONSUBAGLE,4.7248166667,45.2028600000
HIRAAN,BELET WEYNE,HEEGAN 4,4.7249316667,45.1925100000
HIRAAN,BELET WEYNE,HEEGAN 4,4.7249466667,45.1924600000
HIRAAN,BELET WEYNE,DONSUBAGLE,4.7249683333,45.2044100000
HIRAAN,BELET WEYNE,HEEGAN 4,4.7250816667,45.1919850000
HIRAAN,BELET WEYNE,DONSUBAGLE,4.7251466667,45.2034766667
HIRAAN,BELET WEYNE,DONSUBAGLE,4.7251500000,45.2036216667
HIRAAN,BELET WEYNE,DONSUBAGLE,4.7252700000,45.2031066667
HIRAAN,BELET WEYNE,HEEGAN 4,4.7253150000,45.1931183333
HIRAAN,BELET WEYNE,HEEGAN 4,4.7253950000,45.1926433333
HIRAAN,BELET WEYNE,GARAASH,4.7254283333,45.1965433333
HIRAAN,BELET WEYNE,GARAASH,4.7254516667,45.1963200000
HIRAAN,BELET WEYNE,HEEGAN 4,4.7254533333,45.1925700000
HIRAAN,BELET WEYNE,GARAASH,4.7255133333,45.1960850000
HIRAAN,BELET WEYNE,GARAASH,4.7255416667,45.1964783333
HIRAAN,BELET WEYNE,GARAASH,4.7255433333,45.1963416667
HIRAAN,BELET WEYNE,HEEGAN 4,4.7255500000,45.1924383333
HIRAAN,BELET WEYNE,GARAASH,4.7255950000,45.1964766667
HIRAAN,BELET WEYNE,GARAASH,4.7256200000,45.1965650000
HIRAAN,BELET WEYNE,HEEGAN 4,4.7256850000,45.1928266667
HIRAAN,BELET WEYNE,GARAASH,4.7257050000,45.1966783333
HIRAAN,BELET WEYNE,GARAASH,4.7257650000,45.1970833333
HIRAAN,BELET WEYNE,GARAASH,4.7257766667,45.1966783333
HIRAAN,BELET WEYNE,HEEGAN 4,4.7257866667,45.1932716667
HIRAAN,BELET WEYNE,GARAASH,4.7258466667,45.1965350000
HIRAAN,BELET WEYNE,GARAASH,4.7259133333,45.1967516667
HIRAAN,BELET WEYNE,HEEGAN 4,4.7259300000,45.1935050000
HIRAAN,BELET WEYNE,HEEGAN,4.7259466667,45.1934050000
HIRAAN,BELET WEYNE,HEEGAN 4,4.7259650000,45.1938450000
HIRAAN,BELET WEYNE,HEEGAN 4,4.7259783333,45.1931450000
HIRAAN,BELET WEYNE,HEEGAN 4,4.7260500000,45.1932750000
HIRAAN,BELET WEYNE,HEEGAN 4,4.7260850000,45.1931683333
HIRAAN,BELET WEYNE,HEEGAN 4,4.7260950000,45.1931566667
HIRAAN,BELET WEYNE,HEEGAN 4,4.7261816667,45.1940683333
HIRAAN,BELET WEYNE,GARAASH,4.7261950000,45.1966016667
HIRAAN,BELET WEYNE,GARAASH,4.7262050000,45.1965250000
HIRAAN,BELET WEYNE,HEEGAN 4,4.7262466667,45.1931666667
HIRAAN,BELET WEYNE,GARAASH,4.7263133333,45.1963883333
HIRAAN,BELET WEYNE,GARAASH,4.7265233333,45.1967266667
HIRAAN,BELET WEYNE,GARAASH,4.7266550000,45.1967533333
HIRAAN,BELET WEYNE,GARAASH,4.7266583333,45.1973016667
HIRAAN,BELET WEYNE,GARAASH,4.7268533333,45.1970383333
HIRAAN,BELET WEYNE,GARAASH,4.7269600000,45.1971133333
HIRAAN,BELET WEYNE,HEEGAN2,4.7280233333,45.1904866667
HIRAAN,BELET WEYNE,HEEGAN2,4.7285200000,45.1908233333
HIRAAN,BELET WEYNE,HEEGAN2,4.7285583333,45.1905600000
HIRAAN,BELET WEYNE,HEEGAN2,4.7287350000,45.1906783333
HIRAAN,BELET WEYNE,HEEGAN2,4.7288750000,45.1906766667
HIRAAN,BELET WEYNE,HEEGAN2,4.7290516667,45.1913766667
HIRAAN,BELET WEYNE,HEEGAN2,4.7293883333,45.1914383333
HIRAAN,BELET WEYNE,HEEGAN2,4.7294600000,45.1914366667
HIRAAN,BELET WEYNE,HEEGAN2,4.7295350000,45.1914633333
HIRAAN,BELET WEYNE,HANTIWADAG2,4.7295816667,45.1975316667
HIRAAN,BELET WEYNE,HEEGAN2,4.7297783333,45.1919733333
HIRAAN,BELET WEYNE,HEEGAN2,4.7297916667,45.1918033333
HIRAAN,BELET WEYNE,HANTIWADAAG2,4.7298000000,45.1975983333
HIRAAN,BELET WEYNE,HEEGAN2,4.7298366667,45.1915100000
HIRAAN,BELET WEYNE,HEEGAN2,4.7298450000,45.1927100000
HIRAAN,BELET WEYNE,HEEGAN2,4.7298583333,45.1929250000
HIRAAN,BELET WEYNE,HEEGAN2,4.7298783333,45.1916816667
HIRAAN,BELET WEYNE,HANTIWADAG2,4.7299050000,45.1965700000
HIRAAN,BELET WEYNE,HANTIWADAAG2,4.7299083333,45.1975216667
HIRAAN,BELET WEYNE,HEEGAN2,4.7299116667,45.1922466667
HIRAAN,BELET WEYNE,HANTIWADAAG2,4.7299216667,45.1973200000
HIRAAN,BELET WEYNE,HANTIWADAG2,4.7299400000,45.1961116667
HIRAAN,BELET WEYNE,HANTIWADAAG2,4.7299566667,45.1974516667
HIRAAN,BELET WEYNE,HEEGAN2,4.7299933333,45.1914783333
HIRAAN,BELET WEYNE,HEEGAN2,4.7300150000,45.1919600000
HIRAAN,BELET WEYNE,HANTIWADAG2,4.7300200000,45.1974466667
HIRAAN,BELET WEYNE,HEEGAN2,4.7300383333,45.1920733333
HIRAAN,BELET WEYNE,HANTIWADAAG2,4.7300850000,45.1965283333
HIRAAN,BELET WEYNE,HANTIWADAAG2,4.7300983333,45.1961700000
HIRAAN,BELET WEYNE,HANTIWADAG2,4.7301116667,45.1962083333
HIRAAN,BELET WEYNE,HANTIWADAAG2,4.7301350000,45.1964283333
HIRAAN,BELET WEYNE,HANTIWADAG2,4.7301450000,45.1970450000
HIRAAN,BELET WEYNE,HANTIWADAAG2,4.7301983333,45.1965400000
HIRAAN,BELET WEYNE,HANTIWADAG2,4.7302050000,45.1970533333
HIRAAN,BELET WEYNE,HANTIWDAG2,4.7302433333,45.1967466667
HIRAAN,BELET WEYNE,HANTIWADAG2,4.7303016667,45.1966016667
HIRAAN,BELET WEYNE,HANTIWADAG2,4.7303900000,45.1967316667
HIRAAN,BELET WEYNE,HANTIWADAG2,4.7304133333,45.1967266667
HIRAAN,BELET WEYNE,HANTIWADAG2,4.7304750000,45.1968716667
HIRAAN,BELET WEYNE,HORSED2,4.7305583333,45.2092116667
HIRAAN,BELET WEYNE,HORSEED2,4.7306233333,45.2092966667
HIRAAN,BELET WEYNE,HORSED2,4.7307366667,45.2090950000
HIRAAN,BELET WEYNE,HORSEED2,4.7307816667,45.2092583333
HIRAAN,BELET WEYNE,HORSED2,4.7308350000,45.2095350000
HIRAAN,BELET WEYNE,HORSEED2,4.7308350000,45.2095016667
HIRAAN,BELET WEYNE,HORSEED2,4.7309033333,45.2091316667
HIRAAN,BELET WEYNE,HORSED2,4.7309083333,45.2094800000
HIRAAN,BELET WEYNE,HORSEED2,4.7309383333,45.2097083333
HIRAAN,BELET WEYNE,HORSEED2,4.7310450000,45.2093266667
HIRAAN,BELET WEYNE,HORSEED2,4.7310583333,45.2092283333
HIRAAN,BELET WEYNE,HORSEED2,4.7311466667,45.2094566667
HIRAAN,BELET WEYNE,HORSEED2,4.7311583333,45.2098333333
HIRAAN,BELET WEYNE,HORSED2,4.7312066667,45.2095650000
HIRAAN,BELET WEYNE,HORSEED2,4.7312850000,45.2094216667
HIRAAN,BELET WEYNE,HORSEED2,4.7313666667,45.2080216667
HIRAAN,BELET WEYNE,HEEGAN2,4.7314183333,45.1931466667
HIRAAN,BELET WEYNE,HORSEED2,4.7315233333,45.2099233333
HIRAAN,BELET WEYNE,HORSEED2,4.7315450000,45.2105250000
HIRAAN,BELET WEYNE,HORSEED2,4.7315850000,45.2097700000
HIRAAN,BELET WEYNE,HORSEED2,4.7328633333,45.2095100000
HIRAAN,BELET WEYNE,WADAJIR1,4.7331716667,45.2080616667
HIRAAN,BELET WEYNE,WADAJIR1,4.7331833333,45.2084533333
HIRAAN,BELET WEYNE,WADAJIR1,4.7333533333,45.2089083333
HIRAAN,BELET WEYNE,WADAJIR1,4.7333616667,45.2088466667
HIRAAN,BELET WEYNE,WADAJIR1,4.7333833333,45.2085316667
HIRAAN,BELET WEYNE,HEEGAN1,4.7333900000,45.1914316667
HIRAAN,BELET WEYNE,WADAJIR1,4.7334083333,45.2085616667
HIRAAN,BELET WEYNE,WADAJIR1,4.7334433333,45.2083383333
HIRAAN,BELET WEYNE,WADAJIR1,4.7334883333,45.2086533333
HIRAAN,BELET WEYNE,WADAJIR1,4.7334883333,45.2087266667
HIRAAN,BELET WEYNE,WADAJIR1,4.7335016667,45.2087233333
HIRAAN,BELET WEYNE,WADAJIR1,4.7335200000,45.2086550000
HIRAAN,BELET WEYNE,WADAJIR1,4.7335300000,45.2096233333
HIRAAN,BELET WEYNE,WADAJIR1,4.7335483333,45.2086700000
HIRAAN,BELET WEYNE,WADAJIR1,4.7335483333,45.2096833333
HIRAAN,BELET WEYNE,WADAJIR 1,4.7335616667,45.2085683333
HIRAAN,BELET WEYNE,WADAJIR1,4.7335950000,45.2096266667
HIRAAN,BELET WEYNE,WADAJIR1,4.7336500000,45.2096683333
HIRAAN,BELET WEYNE,WADAJIR1,4.7336950000,45.2097450000
HIRAAN,BELET WEYNE,WADAJIR1,4.7336950000,45.2094966667
HIRAAN,BELET WEYNE,WADAJIR1,4.7337250000,45.2095983333
HIRAAN,BELET WEYNE,HEEGAN1,4.7341916667,45.1926333333
HIRAAN,BELET WEYNE,HEEGAN1,4.7342366667,45.1920033333
HIRAAN,BELET WEYNE,HEEGAN1,4.7343500000,45.1912066667
HIRAAN,BELET WEYNE,HEEGAN1,4.7343783333,45.1914683333
HIRAAN,BELET WEYNE,HEEGAN1,4.7344233333,45.1915900000
HIRAAN,BELET WEYNE,HEEGAN1,4.7344666667,45.1919383333
HIRAAN,BELET WEYNE,HEEGAN1,4.7344700000,45.1918816667
HIRAAN,BELET WEYNE,HEEGAN1,4.7344783333,45.1919366667
HIRAAN,BELET WEYNE,HEEGAN1,4.7346233333,45.1906066667
HIRAAN,BELET WEYNE,HEEGAN1,4.7347166667,45.1926633333
HIRAAN,BELET WEYNE,HEEGAN1,4.7348266667,45.1922583333
HIRAAN,BELET WEYNE,HEEGAN1,4.7348716667,45.1904966667
HIRAAN,BELET WEYNE,HEEGAN1,4.7349733333,45.1922316667
HIRAAN,BELET WEYNE,HEEGAN1,4.7349833333,45.1920316667
HIRAAN,BELET WEYNE,HEEGAN1,4.7350200000,45.1916900000
HIRAAN,BELET WEYNE,HEEGAN1,4.7351566667,45.1917600000
HIRAAN,BELET WEYNE,HEEGAN1,4.7351616667,45.1920216667
HIRAAN,BELET WEYNE,HEEGAN1,4.7352566667,45.1921000000
HIRAAN,BELET WEYNE,HEEGAN1,4.7352766667,45.1920616667
HIRAAN,BELET WEYNE,SAHAN1,4.7364533333,45.2167650000
HIRAAN,BELET WEYNE,DAHAN1,4.7368433333,45.2165566667
HIRAAN,BELET WEYNE,HALGAN 1,4.7368533333,45.2062016667
HIRAAN,BELET WEYNE,SAHAN1,4.7368800000,45.2171500000
HIRAAN,BELET WEYNE,SAHAN1,4.7369883333,45.2168233333
HIRAAN,BELET WEYNE,SAHAN1,4.7370183333,45.2169583333
HIRAAN,BELET WEYNE,SAHAN1,4.7370316667,45.2171766667
HIRAAN,BELET WEYNE,SAHAN1,4.7372733333,45.2172383333
HIRAAN,BELET WEYNE,HALGAN 1,4.7373850000,45.2069850000
HIRAAN,BELET WEYNE,SAHAN1,4.7374283333,45.2175050000
HIRAAN,BELET WEYNE,HALGAN 1,4.7374566667,45.2064650000
HIRAAN,BELET WEYNE,HALGAN 1,4.7374733333,45.2068450000
HIRAAN,BELET WEYNE,SIINAY2,4.7374750000,45.2202150000
HIRAAN,BELET WEYNE,HALGAN 1,4.7374983333,45.2068000000
HIRAAN,BELET WEYNE,HALGAN 1,4.7375016667,45.2069366667
HIRAAN,BELET WEYNE,HALGAN 1,4.7375800000,45.2067900000
HIRAAN,BELET WEYNE,HALGAN 1,4.7376450000,45.2062400000
HIRAAN,BELET WEYNE,HALGAN 1,4.7376950000,45.2067000000
HIRAAN,BELET WEYNE,SAHAN1,4.7377700000,45.2176450000
HIRAAN,BELET WEYNE,HALGAN 1,4.7378150000,45.2070483333
HIRAAN,BELET WEYNE,SAHAN1,4.7378483333,45.2165133333
HIRAAN,BELET WEYNE,SIINAY 1,4.7379083333,45.2135533333
HIRAAN,BELET WEYNE,SAHAN1,4.7379416667,45.2172333333
HIRAAN,BELET WEYNE,SAHAN1,4.7379650000,45.2173150000
HIRAAN,BELET WEYNE,SAHAN1,4.7379683333,45.2172733333
HIRAAN,BELET WEYNE,SIINAY 1,4.7379683333,45.2132333333
HIRAAN,BELET WEYNE,SAHAN1,4.7379750000,45.2172883333
HIRAAN,BELET WEYNE,SIINAY 1,4.7380216667,45.2129600000
HIRAAN,BELET WEYNE,SAHAN1,4.7380550000,45.2168400000
HIRAAN,BELET WEYNE,SIINAY 1,4.7381050000,45.2130416667
HIRAAN,BELET WEYNE,SIINAY 1,4.7381366667,45.2131183333
HIRAAN,BELET WEYNE,HALGAN 1,4.7381866667,45.2070650000
HIRAAN,BELET WEYNE,SAHAN1,4.7382233333,45.2169983333
HIRAAN,BELET WEYNE,SIINAY 1,4.7382250000,45.2131750000
HIRAAN,BELET WEYNE,SIINAY 1,4.7382733333,45.2128766667
HIRAAN,BELET WEYNE,SAHAN1,4.7382816667,45.2169783333
HIRAAN,BELET WEYNE,SAHAN1,4.7383016667,45.2172716667
HIRAAN,BELET WEYNE,HALGAN 1,4.7383300000,45.2068150000
HIRAAN,BELET WEYNE,SAHAN1,4.7383333333,45.2166233333
HIRAAN,BELET WEYNE,IFTIN2,4.7383450000,45.2088916667
HIRAAN,BELET WEYNE,SAHAN1,4.7383450000,45.2168533333
HIRAAN,BELET WEYNE,SIINAY 1,4.7383533333,45.2130283333
HIRAAN,BELET WEYNE,HALGAN 1,4.7383983333,45.2067416667
HIRAAN,BELET WEYNE,HALGAN 1,4.7384416667,45.2070616667
HIRAAN,BELET WEYNE,SIINAY 1,4.7384850000,45.2131300000
HIRAAN,BELET WEYNE,HALGAN 1,4.7385050000,45.2066866667
HIRAAN,BELET WEYNE,SIINAY2,4.7385383333,45.2193833333
HIRAAN,BELET WEYNE,HALGAN 1,4.7385500000,45.2070983333
HIRAAN,BELET WEYNE,HALGAN 1,4.7385666667,45.2068950000
HIRAAN,BELET WEYNE,HALGAN 1,4.7385733333,45.2066700000
HIRAAN,BELET WEYNE,HALGAN 1,4.7386000000,45.2068666667
HIRAAN,BELET WEYNE,HALGAN 1,4.7386016667,45.2066950000
HIRAAN,BELET WEYNE,HILLAAC1,4.7386166667,45.1901233333
HIRAAN,BELET WEYNE,SIINAY2,4.7386733333,45.2187133333
HIRAAN,BELET WEYNE,IFTIN2,4.7387383333,45.2084200000
HIRAAN,BELET WEYNE,SIINAY 1,4.7387616667,45.2138483333
HIRAAN,BELET WEYNE,SIINAY2,4.7388800000,45.2188983333
HIRAAN,BELET WEYNE,IFTIN2,4.7389333333,45.2080433333
HIRAAN,BELET WEYNE,SIINAY2,4.7390616667,45.2186783333
HIRAAN,BELET WEYNE,IFTIN2,4.7390666667,45.2087950000
HIRAAN,BELET WEYNE,IFITIN,4.7391300000,45.2086400000
HIRAAN,BELET WEYNE,IFTIN2,4.7391383333,45.2081900000
HIRAAN,BELET WEYNE,IFTIN2,4.7391633333,45.2088650000
HIRAAN,BELET WEYNE,IFTIN2,4.7392083333,45.2084816667
HIRAAN,BELET WEYNE,SIINAY2,4.7392483333,45.2212633333
HIRAAN,BELET WEYNE,HILLAAC1,4.7392616667,45.1904516667
HIRAAN,BELET WEYNE,IFTIN2,4.7393450000,45.2091700000
HIRAAN,BELET WEYNE,IFTIN2,4.7394083333,45.2079166667
HIRAAN,BELET WEYNE,SIINAAY1,4.7394283333,45.2212133333
HIRAAN,BELET WEYNE,IFTIN2,4.7394500000,45.2089883333
HIRAAN,BELET WEYNE,HODAN1,4.7394516667,45.2033566667
HIRAAN,BELET WEYNE,HILLAAC1,4.7394833333,45.1896183333
HIRAAN,BELET WEYNE,SIINAY 1,4.7395016667,45.2126366667
HIRAAN,BELET WEYNE,SIINAY 1,4.7395333333,45.2127350000
HIRAAN,BELET WEYNE,HILLAAC1,4.7395450000,45.1889133333
HIRAAN,BELET WEYNE,IFTIN2,4.7395633333,45.2095450000
HIRAAN,BELET WEYNE,SIINAY2,4.7395683333,45.2191000000
HIRAAN,BELET WEYNE,SIINAY 1,4.7395800000,45.2126033333
HIRAAN,BELET WEYNE,IFTIN2,4.7396266667,45.2084516667
HIRAAN,BELET WEYNE,SIINAY2,4.7396316667,45.2200183333
HIRAAN,BELET WEYNE,HODAN1,4.7396350000,45.2043450000
HIRAAN,BELET WEYNE,SIINAY 1,4.7396400000,45.2125166667
HIRAAN,BELET WEYNE,SIINAY2,4.7397583333,45.2185683333
HIRAAN,BELET WEYNE,IFTIN2,4.7397616667,45.2082766667
HIRAAN,BELET WEYNE,IFTIN2,4.7397916667,45.2086683333
HIRAAN,BELET WEYNE,IFTIN2,4.7398000000,45.2080900000
HIRAAN,BELET WEYNE,IFTIN2,4.7398100000,45.2089016667
HIRAAN,BELET WEYNE,SIINAY2,4.7398166667,45.2191400000
HIRAAN,BELET WEYNE,SIINAY 1,4.7398350000,45.2126566667
HIRAAN,BELET WEYNE,SIINAY2,4.7399116667,45.2193616667
HIRAAN,BELET WEYNE,IFTIN2,4.7399516667,45.2074333333
HIRAAN,BELET WEYNE,HILAAC1,4.7399650000,45.1903416667
HIRAAN,BELET WEYNE,SIINAY 1,4.7399800000,45.2130900000
HIRAAN,BELET WEYNE,SIINAY2,4.7400533333,45.2188333333
HIRAAN,BELET WEYNE,SIINAY2,4.7400600000,45.2159883333
HIRAAN,BELET WEYNE,HILLAAC1,4.7400633333,45.1893133333
HIRAAN,BELET WEYNE,HILLAAC1,4.7400700000,45.1899283333
HIRAAN,BELET WEYNE,SIINAY 1,4.7400833333,45.2124783333
HIRAAN,BELET WEYNE,HILLAAC1,4.7400916667,45.1889716667
HIRAAN,BELET WEYNE,HILLAAC1,4.7401716667,45.1896066667
HIRAAN,BELET WEYNE,HILLAAC1,4.7401950000,45.1892000000
HIRAAN,BELET WEYNE,SIINAY2,4.7402066667,45.2198850000
HIRAAN,BELET WEYNE,SIINAY2,4.7402066667,45.2193316667
HIRAAN,BELET WEYNE,SIINAY2,4.7402166667,45.2193333333
HIRAAN,BELET WEYNE,HILLAAC1,4.7402233333,45.1907316667
HIRAAN,BELET WEYNE,HILLAAC1,4.7402450000,45.1893100000
HIRAAN,BELET WEYNE,HILLAAC1,4.7402966667,45.1896233333
HIRAAN,BELET WEYNE,HODAN1,4.7404016667,45.2040766667
HIRAAN,BELET WEYNE,HILLAAC1,4.7404283333,45.1906700000
HIRAAN,BELET WEYNE,SIINAY 1,4.7404750000,45.2130866667
HIRAAN,BELET WEYNE,HILAAC1,4.7404933333,45.1910900000
HIRAAN,BELET WEYNE,SIINAAY1,4.7405116667,45.2193750000
HIRAAN,BELET WEYNE,SIINAY 1,4.7405166667,45.2136050000
HIRAAN,BELET WEYNE,HODAN1,4.7405733333,45.2045350000
HIRAAN,BELET WEYNE,HODAN1,4.7405783333,45.2045066667
HIRAAN,BELET WEYNE,HODAN1,4.7406516667,45.2044883333
HIRAAN,BELET WEYNE,HODAN1,4.7406583333,45.2045333333
HIRAAN,BELET WEYNE,SINAY1,4.7406666667,45.2199950000
HIRAAN,BELET WEYNE,HILLAAC1,4.7406800000,45.1903950000
HIRAAN,BELET WEYNE,HILLAAC1,4.7407283333,45.1904883333
HIRAAN,BELET WEYNE,SIINAAY1,4.7407483333,45.2212283333
HIRAAN,BELET WEYNE,HILLAAC1,4.7407883333,45.1905533333
HIRAAN,BELET WEYNE,HODAN1,4.7408416667,45.2054266667
HIRAAN,BELET WEYNE,HODAN1,4.7408566667,45.2041316667
HIRAAN,BELET WEYNE,HILLAAC1,4.7408700000,45.1905316667
HIRAAN,BELET WEYNE,HILLAAC1,4.7408700000,45.1905516667
HIRAAN,BELET WEYNE,HODAN1,4.7409016667,45.2042166667
HIRAAN,BELET WEYNE,HODAN1,4.7409766667,45.2043550000
HIRAAN,BELET WEYNE,HODAN1,4.7409833333,45.2043433333
HIRAAN,BELET WEYNE,SIINAY2,4.7410833333,45.2213316667
HIRAAN,BELET WEYNE,SINAY,4.7410833333,45.2204116667
HIRAAN,BELET WEYNE,HODAN1,4.7410916667,45.2045000000
HIRAAN,BELET WEYNE,HODAN1,4.7410933333,45.2043500000
HIRAAN,BELET WEYNE,SINAY,4.7412166667,45.2209033333
HIRAAN,BELET WEYNE,HODAN1,4.7412200000,45.2044766667
HIRAAN,BELET WEYNE,SINAY1,4.7412400000,45.2207983333
HIRAAN,BELET WEYNE,SINAY1,4.7412816667,45.2208850000
HIRAAN,BELET WEYNE,IFTIN1,4.7412916667,45.2052316667
HIRAAN,BELET WEYNE,HODAN1,4.7412966667,45.2039766667
HIRAAN,BELET WEYNE,SINAY1,4.7413033333,45.2220050000
HIRAAN,BELET WEYNE,SIINAAY1,4.7413100000,45.2204183333
HIRAAN,BELET WEYNE,SINAY1,4.7413166667,45.2212050000
HIRAAN,BELET WEYNE,SIINAAY1,4.7413266667,45.2213450000
HIRAAN,BELET WEYNE,SINAY1,4.7413700000,45.2209766667
HIRAAN,BELET WEYNE,IFTIN1,4.7414133333,45.2055450000
HIRAAN,BELET WEYNE,IFTIN2,4.7414666667,45.2076200000
HIRAAN,BELET WEYNE,SINAY1,4.7415000000,45.2217650000
HIRAAN,BELET WEYNE,SIINAAY1,4.7415216667,45.2204333333
HIRAAN,BELET WEYNE,IFTIN1,4.7415516667,45.2050016667
HIRAAN,BELET WEYNE,HODAN1,4.7415666667,45.2044100000
HIRAAN,BELET WEYNE,SIINAAY1,4.7415683333,45.2208533333
HIRAAN,BELET WEYNE,SINAY,4.7415900000,45.2209833333
HIRAAN,BELET WEYNE,IFTIN1,4.7415916667,45.2054133333
HIRAAN,BELET WEYNE,SIINAAY,4.7416016667,45.2209333333
HIRAAN,BELET WEYNE,IFTIN1,4.7416116667,45.2052616667
HIRAAN,BELET WEYNE,IFTIN1,4.7416616667,45.2053883333
HIRAAN,BELET WEYNE,SIINAY1,4.7416683333,45.2202766667
HIRAAN,BELET WEYNE,IFTIN2,4.7416816667,45.2106783333
HIRAAN,BELET WEYNE,SIINAAY1,4.7417216667,45.2208433333
HIRAAN,BELET WEYNE,HODAN1,4.7418000000,45.2043716667
HIRAAN,BELET WEYNE,IFTIN1,4.7419933333,45.2036800000
HIRAAN,BELET WEYNE,HODAN1,4.7420633333,45.2044033333
HIRAAN,BELET WEYNE,HODAN1,4.7421866667,45.2044316667
HIRAAN,BELET WEYNE,IFTIN1,4.7424200000,45.2053100000
HIRAAN,BELET WEYNE,IFTIN1,4.7424550000,45.2054966667
HIRAAN,BELET WEYNE,IFTIN1,4.7426016667,45.2054283333
HIRAAN,BELET WEYNE,IFTIN1,4.7426483333,45.2053500000
HIRAAN,BELET WEYNE,IFTIN1,4.7426516667,45.2054000000
HIRAAN,BELET WEYNE,IFTIN1,4.7426666667,45.2054216667
HIRAAN,BELET WEYNE,IFTIN1,4.7426666667,45.2050733333
HIRAAN,BELET WEYNE,IFTIN1,4.7426916667,45.2053933333
HIRAAN,BELET WEYNE,IFTIN1,4.7427516667,45.2051033333
HIRAAN,BELET WEYNE,IFTIN1,4.7430233333,45.2053016667
HIRAAN,BELET WEYNE,IFTIN1,4.7430483333,45.2053683333
HIRAAN,BELET WEYNE,IFTIN1,4.7430733333,45.2054950000
HIRAAN,BELET WEYNE,IFTIN1,4.7431783333,45.2056500000
HIRAAN,BELET WEYNE,IFTIN1,4.7432383333,45.2056116667
HIRAAN,BELET WEYNE,IFTIN2,4.7432583333,45.2105933333
HIRAAN,BELET WEYNE,IFTIN2,4.7432933333,45.2099516667
HIRAAN,BELET WEYNE,IFTIN2,4.7433566667,45.2101933333
HIRAAN,BELET WEYNE,IFTIN2,4.7434050000,45.2099350000
HIRAAN,BELET WEYNE,IFTIN2,4.7436300000,45.2091966667
HIRAAN,BELET WEYNE,IFTIN2,4.7438133333,45.2096216667
HIRAAN,BELET WEYNE,IFTIN2,4.7438333333,45.2094616667
HIRAAN,BELET WEYNE,IFTIN2,4.7438483333,45.2091116667
HIRAAN,BELET WEYNE,IFTIN2,4.7438833333,45.2104966667
HIRAAN,BELET WEYNE,UFTIN2,4.7439233333,45.2105366667
HIRAAN,BELET WEYNE,IFTIN2,4.7440633333,45.2106750000
HIRAAN,BELET WEYNE,IFTIN2,4.7441700000,45.2106766667
HIRAAN,BELET WEYNE,WADAJIR2,4.7441883333,45.2003300000
HIRAAN,BELET WEYNE,WADAJIR2,4.7442333333,45.2004266667
HIRAAN,BELET WEYNE,WADAJIR2,4.7442500000,45.2005033333
HIRAAN,BELET WEYNE,WADAJIR2,4.7442650000,45.2027816667
HIRAAN,BELET WEYNE,WADAJIR2,4.7443216667,45.2004316667
HIRAAN,BELET WEYNE,WADAJIR2,4.7444000000,45.2024133333
HIRAAN,BELET WEYNE,IFTIN2,4.7444416667,45.2113683333
HIRAAN,BELET WEYNE,IFTIN2,4.7444616667,45.2105016667
HIRAAN,BELET WEYNE,WADAJIR2,4.7445066667,45.2021666667
HIRAAN,BELET WEYNE,IFTIN2,4.7445700000,45.2106216667
HIRAAN,BELET WEYNE,WADAJIR2,4.7445983333,45.2039416667
HIRAAN,BELET WEYNE,IFTIN2,4.7446100000,45.2103983333
HIRAAN,BELET WEYNE,IFTIN2,4.7446166667,45.2094966667
HIRAAN,BELET WEYNE,WADAJIR2,4.7446633333,45.2022050000
HIRAAN,BELET WEYNE,IFTIN2,4.7446800000,45.2103633333
HIRAAN,BELET WEYNE,WADAJIR2,4.7446850000,45.2024633333
HIRAAN,BELET WEYNE,WADAJIR2,4.7447150000,45.2025866667
HIRAAN,BELET WEYNE,IFTIN2,4.7447766667,45.2093183333
HIRAAN,BELET WEYNE,WADAJIR2,4.7448733333,45.2025800000
HIRAAN,BELET WEYNE,WADAJIR2,4.7448816667,45.2022950000
HIRAAN,BELET WEYNE,WADAJIR2,4.7448850000,45.2021533333
HIRAAN,BELET WEYNE,IFTIN2,4.7449700000,45.2090850000
HIRAAN,BELET WEYNE,WADAJIR2,4.7449700000,45.2018466667
HIRAAN,BELET WEYNE,WADAJIR2,4.7450133333,45.2027083333
HIRAAN,BELET WEYNE,WADAJIR2,4.7450200000,45.2029016667
HIRAAN,BELET WEYNE,WADAJIR2,4.7450283333,45.2027700000
HIRAAN,BELET WEYNE,WADAJIR2,4.7451200000,45.2024250000
HIRAAN,BELET WEYNE,WADAJIR2,4.7452550000,45.2033750000
HIRAAN,BELET WEYNE,HILAAC2,4.7485466667,45.1932033333
HIRAAN,BELET WEYNE,HILAAC2,4.7485916667,45.1927733333
HIRAAN,BELET WEYNE,HILAAC2,4.7487433333,45.1923866667
HIRAAN,BELET WEYNE,HILAAC2,4.7487866667,45.1929750000
HIRAAN,BELET WEYNE,HILAAC2,4.7488033333,45.1930950000
HIRAAN,BELET WEYNE,HILAAC2,4.7488133333,45.1928050000
